# sequence=2100,1300,800,500,300,200,100,400,700,600,1100,1000,900,1200,1800,1600,1500,1400,1700,2000,1900,2900,2600,2400,2300,2200,2500,2800,2700,3200,3100,3000,3300
Step,StepId,key,current,parent,side,root
684,checkLess,2700,2600,2600,right,2100
685,goRight,2700,2800,2600,right,2100
686,whileLoop,2700,2800,2600,right,2100
687,parentAssign,2700,2800,2800,right,2100
688,checkLess,2700,2800,2800,left,2100
689,goLeft,2700,null,2800,left,2100
690,whileLoop,2700,null,2800,left,2100
691,attachCheck,2700,null,2800,left,2100
692,attachLeft,2700,null,2800,left,2100
693,returnRoot,2700,null,2800,left,2100
694,mainLoop,3200,null,null,—,2100
695,callInsert,3200,null,null,—,2100
696,createNode,3200,null,null,—,2100
697,checkEmpty,3200,null,null,—,2100
698,setCurrent,3200,2100,null,—,2100
699,setParent,3200,2100,null,—,2100
700,whileLoop,3200,2100,null,—,2100
701,parentAssign,3200,2100,2100,—,2100
702,checkLess,3200,2100,2100,right,2100
703,goRight,3200,2900,2100,right,2100
704,whileLoop,3200,2900,2100,right,2100
705,parentAssign,3200,2900,2900,right,2100
706,checkLess,3200,2900,2900,right,2100
707,goRight,3200,null,2900,right,2100
708,whileLoop,3200,null,2900,right,2100
709,attachCheck,3200,null,2900,right,2100
710,attachRight,3200,null,2900,right,2100
711,returnRoot,3200,null,2900,right,2100
712,mainLoop,3100,null,null,—,2100
713,callInsert,3100,null,null,—,2100
714,createNode,3100,null,null,—,2100
715,checkEmpty,3100,null,null,—,2100
716,setCurrent,3100,2100,null,—,2100
717,setParent,3100,2100,null,—,2100
718,whileLoop,3100,2100,null,—,2100
719,parentAssign,3100,2100,2100,—,2100
720,checkLess,3100,2100,2100,right,2100
721,goRight,3100,2900,2100,right,2100
722,whileLoop,3100,2900,2100,right,2100
723,parentAssign,3100,2900,2900,right,2100
724,checkLess,3100,2900,2900,right,2100
725,goRight,3100,3200,2900,right,2100
726,whileLoop,3100,3200,2900,right,2100
727,parentAssign,3100,3200,3200,right,2100
728,checkLess,3100,3200,3200,left,2100
729,goLeft,3100,null,3200,left,2100
730,whileLoop,3100,null,3200,left,2100
731,attachCheck,3100,null,3200,left,2100
732,attachLeft,3100,null,3200,left,2100
733,returnRoot,3100,null,3200,left,2100
734,mainLoop,3000,null,null,—,2100
735,callInsert,3000,null,null,—,2100
736,createNode,3000,null,null,—,2100
737,checkEmpty,3000,null,null,—,2100
738,setCurrent,3000,2100,null,—,2100
739,setParent,3000,2100,null,—,2100
740,whileLoop,3000,2100,null,—,2100
741,parentAssign,3000,2100,2100,—,2100
742,checkLess,3000,2100,2100,right,2100
743,goRight,3000,2900,2100,right,2100
744,whileLoop,3000,2900,2100,right,2100
745,parentAssign,3000,2900,2900,right,2100
746,checkLess,3000,2900,2900,right,2100
747,goRight,3000,3200,2900,right,2100
748,whileLoop,3000,3200,2900,right,2100
749,parentAssign,3000,3200,3200,right,2100
750,checkLess,3000,3200,3200,left,2100
751,goLeft,3000,3100,3200,left,2100
752,whileLoop,3000,3100,3200,left,2100
753,parentAssign,3000,3100,3100,left,2100
754,checkLess,3000,3100,3100,left,2100
755,goLeft,3000,null,3100,left,2100
756,whileLoop,3000,null,3100,left,2100
757,attachCheck,3000,null,3100,left,2100
758,attachLeft,3000,null,3100,left,2100
759,returnRoot,3000,null,3100,left,2100
760,mainLoop,3300,null,null,—,2100
761,callInsert,3300,null,null,—,2100
762,createNode,3300,null,null,—,2100
763,checkEmpty,3300,null,null,—,2100
764,setCurrent,3300,2100,null,—,2100
765,setParent,3300,2100,null,—,2100
766,whileLoop,3300,2100,null,—,2100
767,parentAssign,3300,2100,2100,—,2100
768,checkLess,3300,2100,2100,right,2100
769,goRight,3300,2900,2100,right,2100
770,whileLoop,3300,2900,2100,right,2100
771,parentAssign,3300,2900,2900,right,2100
772,checkLess,3300,2900,2900,right,2100
773,goRight,3300,3200,2900,right,2100
774,whileLoop,3300,3200,2900,right,2100
775,parentAssign,3300,3200,3200,right,2100
776,checkLess,3300,3200,3200,right,2100
777,goRight,3300,null,3200,right,2100
778,whileLoop,3300,null,3200,right,2100
779,attachCheck,3300,null,3200,right,2100
780,attachRight,3300,null,3200,right,2100
781,returnRoot,3300,null,3200,right,2100
